report_id,report_type,site,activity,report_text,language,sif_potential,life_saving_rule
V4-00372,Near Miss,Tank Farm,valve maintenance,"At Utility Section, During valve maintenance, it was observed that the equipment was accessed before the isolation points were verified. The work area was subsequently reviewed.",English,YES,Energy Isolation
V4-00448,Near Miss,Loading Terminal,pump maintenance,"during routine field activity, at Refinery Area A, An observation during pump maintenance found that the equipment was opened before the isolation status was confirmed. The work area was subsequently reviewed.",English,YES,Energy Isolation
V4-00330,Unsafe Condition,Utility Section,valve maintenance,"before the evening shutdown, at Utility Section, During a planned work activity involving valve maintenance, maintenance proceeded while the isolation status was still uncertain. The supervisor reviewed the situation.",English,YES,Energy Isolation
V4-01678,Unsafe Act,Loading Terminal,vessel inspection,"before the evening shutdown, at Compressor Station 2, Work involving vessel inspection was observed. At the time, the crew entered the vessel after the required atmospheric checks were completed. The activity was brought to the attention of the supervisor.",English,NO,Confined Space
V4-02369,Near Miss,Maintenance Workshop,crane operation,"during the afternoon shift, at Production Area B, An observation during crane operation found that a worker entered the load travel area during crane movement. The condition was discussed with the crew.",English,YES,Line of Fire
V4-00868,Safety Observation,Compressor Station 2,pipeline maintenance,"while preparing the work area, at Utility Section, During the work period, the isolation status had been confirmed before the crew began work while the crew was engaged in pipeline maintenance. The observation was reported to the site team.",English,NO,Energy Isolation
V4-02054,Unsafe Condition,Process Unit,crane operation,"during the morning shift, at Process Unit, A field observation was recorded during crane operation: a worker remained beneath the suspended load while it was moving. The observation was reported to the site team.",English,YES,Line of Fire
V4-00678,Unsafe Condition,Maintenance Workshop,pipeline maintenance,"while preparing the work area, at Tank Farm, During the work period, the crew approached the line after the required isolation had been confirmed while the crew was engaged in pipeline maintenance. The activity was brought to the attention of the supervisor.",English,NO,Energy Isolation
V4-02836,Unsafe Act,Loading Terminal,lifting operation,"At Tank Farm, The team was carrying out lifting operation when personnel remained clear of the load movement path during lifting. The activity was brought to the attention of the supervisor.",English,NO,Line of Fire
V4-00552,Unsafe Act,Maintenance Workshop,valve maintenance,"At Process Unit, Work involving valve maintenance was observed. At the time, maintenance proceeded after the isolation status had been verified. The activity was brought to the attention of the supervisor.",English,NO,Energy Isolation
V4-01053,Safety Observation,Tank Farm,vessel inspection,"during routine field activity, at Process Unit, During a planned work activity involving vessel inspection, entry began while the required gas test was still pending.",English,YES,Confined Space
V4-00998,Unsafe Act,Tank Farm,pump maintenance,"while preparing the work area, at Pipeline Station 3, The report relates to pump maintenance. At the time of the observation, the equipment was opened only after the isolation status was confirmed. The supervisor reviewed the situation.",English,NO,Energy Isolation
V4-01779,Unsafe Condition,Loading Terminal,confined-space maintenance,"At Production Area B, Work involving confined-space maintenance was observed. At the time, the crew entered after atmospheric conditions had been checked. The work area was subsequently reviewed.",English,NO,Confined Space
V4-03925,Safety Observation,Tank Farm,grinding,"before the evening shutdown, at Process Unit, During a planned work activity involving grinding, the crew began grinding after the work area had been adequately controlled. The condition was discussed with the crew.",English,NO,Hot Work
V4-03718,Near Miss,Tank Farm,cutting,"during routine field activity, at Maintenance Workshop, The team was carrying out cutting when the crew started cutting after authorization for the activity was confirmed. The condition was discussed with the crew.",English,NO,Hot Work
V4-03546,Safety Observation,Pipeline Station 3,grinding,"during the morning shift, at Compressor Station 2, An observation during grinding found that the grinding activity continued after the required controls were verified. The condition was discussed with the crew.",English,NO,Hot Work
V4-02566,Unsafe Act,Maintenance Workshop,vehicle movement,"before the evening shutdown, at Loading Terminal, During the work period, pedestrians remained outside the vehicle movement path while the vehicle was reversing while the crew was engaged in vehicle movement. The supervisor reviewed the situation.",English,NO,Line of Fire
