report_id,report_type,site,activity,report_text,language,sif_potential,precursor,evidence,life_saving_rule,priority,human_review
SIF-0876,Near-Miss,Site B,Tank Entry,Worker started Tank Entry without confirming effective Confined Space controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Incomplete permit/control,Near-miss with serious consequence potential,Confined Space,Critical,Required
SIF-0877,Unsafe Condition,Site E,Vessel Cleaning,Routine Vessel Cleaning was completed with the required Confined Space controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Required controls verified,Confined Space,Normal,Not required
SIF-0878,Unsafe Condition,Site B,Lifting Operation,"During inspection of Lifting Operation, personnel were found within a hazardous exposure zone without adequate Line of Fire protection. Immediate correction was required.",English,YES,Barrier failure,Barrier failure identified,Line of Fire,High,Required
SIF-0879,Unsafe Act,Site C,Vehicle Movement,"During Vehicle Movement, the supervisor verified the relevant Line of Fire control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,Permit and barriers confirmed,Line of Fire,Low,Not required
SIF-0880,Near-Miss,Site F,Pipeline Repair,The report describes a near-miss in Pipeline Repair involving inadequate Energy Isolation controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Uncontrolled hazard,Personnel exposed to high-energy hazard,Energy Isolation,Critical,Required
SIF-0881,Near-Miss,Site A,Crane Operation,Routine Crane Operation was completed with the required Line of Fire controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Line of Fire,Normal,Not required
SIF-0882,Near-Miss,Site A,Pipeline Repair,An unsafe act occurred during Pipeline Repair; the crew proceeded before confirming Energy Isolation controls. The event had serious-injury potential despite no major consequence.,English,YES,Control failure,Unsafe positioning or uncontrolled exposure,Energy Isolation,Critical,Required
SIF-0883,Unsafe Act,Site F,Tank Entry,The report records a normal safety observation during Tank Entry. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Confined Space,Normal,Not required
SIF-0884,Unsafe Act,Site C,Compressor Maintenance,An unsafe act occurred during Compressor Maintenance; the crew proceeded before confirming Energy Isolation controls. The event had serious-injury potential despite no major consequence.,English,YES,Energy exposure,Permit/control verification incomplete,Energy Isolation,High,Required
SIF-0885,Unsafe Condition,Site F,Vessel Cleaning,"During Vessel Cleaning, the team followed the approved procedure and confirmed Confined Space controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Required controls verified,Confined Space,Normal,Not required
SIF-0886,Unsafe Act,Site E,Grinding,The team was preparing for Grinding while the Hot Work control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Unsafe positioning,Unsafe positioning or uncontrolled exposure,Hot Work,Critical,Required
SIF-0887,Near-Miss,Site B,Welding Near Hydrocarbon Equipment,Routine Welding Near Hydrocarbon Equipment was completed with the required Hot Work controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Hot Work,Low,Not required
SIF-0888,Near-Miss,Site D,Vessel Cleaning,"During Vessel Cleaning, the required Confined Space control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Uncontrolled hazard,Unsafe positioning or uncontrolled exposure,Confined Space,Critical,Required
SIF-0889,Incident,Site B,Welding Near Hydrocarbon Equipment,"During Welding Near Hydrocarbon Equipment, the supervisor verified the relevant Hot Work control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,Approved procedure followed,Hot Work,Normal,Not required
SIF-0890,Unsafe Condition,Site F,Electrical Maintenance,The team was preparing for Electrical Maintenance while the Energy Isolation control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Energy exposure,Personnel exposed to high-energy hazard,Energy Isolation,High,Required
SIF-0891,Unsafe Act,Site C,Electrical Maintenance,Routine Electrical Maintenance was completed with the required Energy Isolation controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Energy Isolation,Normal,Not required
SIF-0892,Near-Miss,Site C,Electrical Maintenance,The team was preparing for Electrical Maintenance while the Energy Isolation control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Incomplete permit/control,Barrier failure identified,Energy Isolation,Critical,Required
SIF-0893,Unsafe Condition,Site C,Compressor Maintenance,A routine inspection of Compressor Maintenance found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Energy Isolation,Normal,Not required
SIF-0894,Incident,Site B,Crane Operation,Worker started Crane Operation without confirming effective Line of Fire controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Uncontrolled hazard,Personnel exposed to high-energy hazard,Line of Fire,High,Required
SIF-0895,Unsafe Act,Site B,Lifting Operation,Routine Lifting Operation was completed with the required Line of Fire controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Line of Fire,Low,Not required
SIF-0896,Unsafe Condition,Site E,Tank Entry,"During inspection of Tank Entry, personnel were found within a hazardous exposure zone without adequate Confined Space protection. Immediate correction was required.",English,YES,Uncontrolled hazard,Required control was missing or not verified,Confined Space,Critical,Required
SIF-0897,Incident,Site C,Pipeline Repair,"The crew completed Pipeline Repair after confirming permits, barriers, and Energy Isolation requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Required controls verified,Energy Isolation,Normal,Not required
SIF-0898,Unsafe Condition,Site F,Tank Entry,The team was preparing for Tank Entry while the Confined Space control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Incomplete permit/control,Permit/control verification incomplete,Confined Space,Critical,Required
SIF-0899,Unsafe Condition,Site E,Grinding,The report records a normal safety observation during Grinding. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Hot Work,Low,Not required
SIF-0900,Unsafe Act,Site E,Electrical Maintenance,"During inspection of Electrical Maintenance, personnel were found within a hazardous exposure zone without adequate Energy Isolation protection. Immediate correction was required.",English,YES,Energy exposure,Personnel exposed to high-energy hazard,Energy Isolation,High,Required
SIF-0901,Near-Miss,Site F,Tank Entry,Routine Tank Entry was completed with the required Confined Space controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Confined Space,Low,Not required
